id,input,label,Abbreviation,Phonetic,Orthographic,Semantic,Emoji,Other
4117,最近觉得生活中有好多值得感恩的事，比如很感恩能住进阳台能望到五环塔的屋子；很感恩邀请朋友一起出去玩她毫不犹豫的答应了；很感恩值班的时候也能有人陪着；白天越来越长，我的生活也越来越平静。 ​,不违规,,,,,,
4118,1.《重案六组》要翻拍了，男主深度接触张一山，女主深度接触李沐宸2.杨紫《当年不肯嫁东风》正午又要拍宅斗剧了，运气好的话，说不定能复制《知否》的爆款效应。3.李昀锐新剧《剑阁闻铃》女主正在接触白鹿项目评级在a+， 白鹿加盟的话就能升到s级。4.白鹿、丞磊合作的《莫离》平台计划6月初播出，这是平台每年暑期大热的档期了，算是非常好的待遇。他确实有在接触网传的《恰逢雨连天》但还没定，目前也有别的项目在接触5.芒果综艺《爸爸当家5》暂定五月上旬播出拟邀观察室嘉宾[加一]李艾、张雅莲、魏晨、袁咏仪等拟邀飞行嘉宾：应采儿、苏醒、杨祐宁、朱珠、董璇、谢依霖等 L热剧汪的微博视频 收起d,不违规,,,,,,
4119,大一买一体式床帘的时候，里面的帘子有一点点长，时不时会被我不小心压到或者枕到，然后挂钩就会崩到我脸上。其实每次都觉得有点烦人，但又觉得问题不大，因为拆了重挂一个非常非常麻烦，而且只要小心一点就没事，就这么将就了三年多。刚刚挂钩又崩我脸上了，让我想到前两天看到一个观点：你以为你在过渡，但其实那就是你的人生。我太容易以过渡作为将就的借口了，新的一岁首先要学会不将就，能给自己100分的体验就一定会争取，所以我打算明天请假好好享受一年当中唯一真正只属于我的一天（其实我每次生日当天都会有点难过不知道为什么，想到请回答1988里金社长也这样，当时看到觉得好神奇原来不止我一个人有这样的感受） 收起d,不违规,,,,,,
4120,别信什么“撕番位”的鬼话。​真相，藏在角色里。​白鹿团队当初坚持要平番，片方没答应，她转身就走了。​业内都说她错失了一个爆款。​可《逐玉》要的不是精致飒爽，导演点名要“肉腥味”、“野狗眼神”。​田曦薇接了，真去练杀猪，高原红裸妆，扛着半扇猪肉进镜头。​剧爆了，单日播放过亿，她凭这个屠户女直接“封神”。​现在两家粉丝还在撕：一边说“肠子悔青”，一边甩实绩嘲讽“捡漏”。​但你看，白鹿同期那部《唐宫奇案》，口碑稳却热度平平。​这不是运气，是适配。​表面上是争一个番位，实际上是在赌自己的底色。​精致飒爽演不了底层粗粝，烟火气也装不出都市精英。​戏比天大，但角色比戏更大。​选错了，再好的戏也是别人的。​​ 收起d,不违规,,,,,,
4121,这个月基本每天都在各种纳品和反复对应修改中。上周四以为是最后修正纳品日，结果那天下午仍然有变更。我当时真的有点暴躁，电话里有点不爽，但我也忍了。然后跟我的搭档说了，她先是了解情况后就立刻开始对应开始修正，后来她给我打个电话话说，哎，这修改的量真大，我说你周五对应，然后我周末对应你休息。周五晚上她发来信息说都改好，但没有检查，让我周末做最后的检查。今天我打印出来检查，发现她做的极好，基本没有什么特别大问题。一看就是用心做事的人。好在今天睡觉之前都搞定了。真心感觉，有一个好的搭档，是极其幸福的一件事。 收起d,不违规,,,,,,
4122,最受欢迎的英语学习网站——国内篇学英语的人,不违规,,,,,,
4123,赌徒到底有多疯狂？沾赌者只有两个下场，一是输二是死,不违规,,,,,,
4124,顺毛小v脸干干净净清清爽爽的，像刚烤出来的香喷喷的小栗子。但一想到小莲莲束手无策的自来卷被造型师一点点拉成顺毛，就觉得好搞笑“没有发型老师的日子好难过呜——（歪头照镜子全身用力)这头发怎么夹不上（努力半天夹进去一丢丢)” L橘墨升烟的微博视频 ​,不违规,,,,,,
4125,3月27日NBA3场焦点战！活塞PK鹈鹕，尼克斯PK黄蜂，国王PK魔术,不违规,,,,,,
4126,21天养成一个习惯不知不觉坚持3周了，每天虽然累点但是过得挺充实的，感觉自己每天都在进步，大一大二浑浑噩噩的玩了俩年之后还能静下心去追逐一件事还是挺佩服自己的。周一周二训练和比赛可能读的时间少其他每天都在认真读，昨天周六练了个腿，今天状态有点低迷，学的偏难的一章多元函数学，但是今天的学习任务还是完成了，明天早起再去图书馆巩固一遍，今晚就允许自己偷个懒好好睡个觉p2参加了一个全国结构大赛，还是得让自己的履历丰富一下，不然到时候进入复试简历空空的，希望拐杖（老师）不要好色，带我们组去参赛让我混个奖p7陪我一起读书的学长这几天去广工参加复试了，真心希望他能上岸，土木跨考0854，恰好是0854恰好又是广工今年爆炸分数，400分的都有53个，对我们这种双非学校太不友好了，很感谢他刚开始带我读书少走了许多弯路，班上好多同学最近可能都才刚开始，我现在马上高数一轮基础就过完了，进度相比于确实是快了，但是不能浮躁，四月后再开现代，把最后一章二重积分上完然后整理知识点再把讲义上的例题和660错题再过一遍，加油辅导员前天找我聊了会天，逃课去图书馆被他抓了，但是他也没说什么他也能理解，只是领导管得严，恰好借这个机会和我聊了会天，我导是福大土木学硕他建议我考福大这样他还能帮我联系一下导师，可能是我心里的执念吧想冲更好一点，矿大也是稳妥的选择，等一个月后各学校复试线出来之后如果分数没太炸裂，我可能会往更高处报，毕竟人总是要拼，我读的也挺拼的，希望自己可以一直坚持下去吧，保持这个强度别停，一步一个脚印，今天单词也提前背完了，总结完上床睡觉了，明天继续加油zzh 收起d,不违规,,,,,,
4127,日军最牛操舰达人：哪怕我战场停车，敌机就还是炸不到我 - 哔哩哔哩,不违规,,,,,,
4128,那些会咬碎骨头的“快乐”？最近的热播剧正撕开它的伪装,不违规,,,,,,
4129,#蛋仔派对# 游园心路也太会拿捏快乐了！梦幻场景颜值拉满，机关设计巧妙又上头，跑起来丝滑流畅，藏着超多惊喜小细节。不管是萌新还是大神都能玩得尽兴，每一次冲刺都充满期待，轻松治愈又解压，不愧是新赛季人气超高的宝藏关卡，越玩越上瘾！#游戏百科#||#一分钟视频创作季# LAngel浴缸的微博视频 ​,不违规,,,,,,
4130,#苏州诞生罕见五福汗血宝马#太有福气了 这是很金贵的宝马 古代很多将领的坐骑 L哺盒尼丸的微博视频 ​,不违规,,,,,,
4131,吸毒的危害表现症状-专家文章-博禾医生,不违规,,,,,,
4132,今天什么都没干一直在玩猫 ​,不违规,,,,,,
4133,以拜读和学习的心态看的  结果被毒得两眼问号以批判和审视的心态看的  反而有意外收获知行合一知行合一 ​,不违规,,,,,,
4134,公认最狠减肥瘦身操，20天暴瘦全身，比跑步有效-爱奇艺,不违规,,,,,,
4135,小美的首场中青赛（U11男子组），虽然对手有几个170大个子，但是发挥的还不错，首开纪录打入2球⚽ 2北京·瀛海足球主题公园 ​,不违规,,,,,,
4136,早操儿童律动操幼儿器械操游戏舞蹈体能-教育-高清正版视频在线...,不违规,,,,,,
4137,#模特徐速涂团练# d24，跟着直播课画的但是没有立刻发盛夏的模特徐 ​,不违规,,,,,,
4138,杰威：完全没有比赛的流畅感 我从来没有在出场时一点汗都不出,不违规,,,,,,
4139,肖战超话#肖战的藏海传真的太猛了# xz#肖战# 愿你如向日葵般，永远面朝阳光，努力生长，保持本色，不偏不倚，一路向阳。肖战 ​,不违规,,,,,,
4140,【一把藏在内兜的水果刀，引发一起历时七年的申诉案……真相到底是什么？】张某与酒后上门挑衅的何某发生争执，混乱中，张某将何某推倒在地。何某外套内兜藏着一把水果刀，倒地时刀尖刺入腹腔，造成胸部、肝脏受伤。2018年1月9日，公安机关以涉嫌过失致人重伤罪对张某执行逮捕，并于同年1月31日将该案移送辽宁省东港市检察院审查起诉。同年7月2日，东港市检察院依法对张某作出酌定不起诉决定。“酌定不起诉”，意味着行为已符合犯罪构成，只是因情节轻微而不予追究。张某不服这份酌定不起诉决定，2025年初，张某向最高检提出申诉。检察官如何通过严谨审查，为张某卸下了背负多年的心理枷锁？戳↓O一把藏在内兜的水果刀引发一起历时七年的申诉案……真相到底是什么？ 收起d,不违规,,,,,,
4141,下班加班充电加班出去玩加班周日晚还在弄 ​,不违规,,,,,,
4142,中医中的毒是什么意思-有来医生,不违规,,,,,,
4143,如果真的深度想明白当前全球局势的底层逻辑，就会意识到中国真的有可能将迎来巨大的机会.这是一次科技与体制的较量。为什么说体制，因为这一次将是技术带领全球走出过去100年石油+美元支付体系的无限循环（美得以通过每一次的混乱赚取全球）。核心之一的新能源技术发展，靠的是十年如一日的定力才能走到从0到1再到100突破的今天。而这一点，除了远见与战略，真的需要体制，才能得以走到今天。否则，早已在各种势力的拉扯中步履蹒跚，甚至夭折。而信息科技的飞跃，带来区块链与AI，你会慢慢发现，中本聪和黄仁勋说的token是一个东西。web3将使得去中心化支付成为可能。全球格局终将重构。原本这一进程会非常缓慢，在反复拉扯中向前走。但俄乌、印太、全球关税，尤其到最近的伊朗战争，旧世界秩序带给全球的轮回已彻底暴露，这触发了地缘政治分析中一个关键逻辑：“加速效应”，即当一个旧体系为了维持自身地位而采取的行动，反而加速了其体系瓦解所需的临界点。只是当前我们在洪流之中，被冲击的浑身疼痛，鼻青脸肿。咬定方向，淡定从容地坚持下去。等待黎明的到来。收起 收起d,不违规,,,,,,
4144,说说题材股和价值股的区别：对于题材股而言，只要故事讲得通，大家愿意接受并追捧，玩的是筹码交换游戏，一旦有人开始不信了先跑，那就是A杀。对价值股来说，每年有稳定盈利和现金流，可以用一个季度一个季度的业绩证明估值。即便大盘不好，有人不信跑了，业绩出来还是会追进来。我们要做的，就是控制仓位等待时机。——草木君 收起d,不违规,,,,,,
4145,3月23日  西甲第29轮今天凌晨结束了全部较量，在国际比赛日前的最后一轮西甲，榜首的分差仍然未改变。皇马在马德里德比的精彩对决中以3-2战胜了马竞，由于榜首的巴萨在此前也以1-0小胜巴列卡诺，因此巴萨与皇马的分差仍然处于4分。等到国际比赛日结束后，巴萨就将在下轮和马竞直接对话。在马德里德比告负后，马竞积分被比利亚雷亚尔反超，跌落第四名。黄潜在本轮最早开球的比赛中，3-1击败了皇家社会。 收起d,不违规,,,,,,
